ID,Preco_Original,Preco_Previsto,Origem
45596854,,10616.19,Sem preço original
45754642,,11547.05,Sem preço original
45780625,,54722.73,Sem preço original
45776994,,13795.19,Sem preço original
45337661,,35320.58,Sem preço original
45654685,,5754.85,Sem preço original
45797211,,18597.25,Sem preço original
45801178,,6339.83,Sem preço original
45654357,,3509.48,Sem preço original
45730681,,3064.67,Sem preço original
45766622,,1857.97,Sem preço original
45668860,,4468.07,Sem preço original
44529320,,9555.0,Sem preço original
45434877,,24493.39,Sem preço original
45756928,,4081.05,Sem preço original
45797909,,16847.51,Sem preço original
45808946,,9387.67,Sem preço original
45809937,,17489.35,Sem preço original
45808855,,58222.51,Sem preço original
45797844,,32291.71,Sem preço original
45428453,,32844.9,Sem preço original
45789646,,9927.87,Sem preço original
45777056,,9205.92,Sem preço original
45758105,,15697.44,Sem preço original
45760412,,19438.75,Sem preço original
45809323,,17358.95,Sem preço original
45681851,,14894.44,Sem preço original
45794130,,6631.42,Sem preço original
45813200,,7147.79,Sem preço original
45795526,,16701.77,Sem preço original
45727030,,21890.61,Sem preço original
44242934,,15007.46,Sem preço original
45804607,,50633.04,Sem preço original
45766775,,4322.87,Sem preço original
44063707,,14243.41,Sem preço original
45648498,,8021.49,Sem preço original
45770117,,26030.15,Sem preço original
45816369,,9638.36,Sem preço original
45730005,,41867.15,Sem preço original
45766099,,5680.61,Sem preço original
45793572,,4680.93,Sem preço original
45808499,,3869.28,Sem preço original
45762406,,10790.48,Sem preço original
45767662,,10034.89,Sem preço original
45802585,,42472.23,Sem preço original
45798727,,16357.66,Sem preço original
45741877,,4487.21,Sem preço original
45656281,,5626.06,Sem preço original
45804405,,26954.16,Sem preço original
44979296,,26412.89,Sem preço original
45767457,,7883.92,Sem preço original
45564319,,16975.1,Sem preço original
45644971,,4305.19,Sem preço original
45730593,,17314.99,Sem preço original
45436999,,14194.01,Sem preço original
45762377,,4194.12,Sem preço original
45710047,,20421.06,Sem preço original
45775480,,6851.72,Sem preço original
45787373,,5548.9,Sem preço original
43614346,,7224.76,Sem preço original
45805714,,13888.35,Sem preço original
45812835,,9911.21,Sem preço original
45525259,,6930.52,Sem preço original
45809054,,10861.22,Sem preço original
45656876,,5702.46,Sem preço original
45808257,,4104.5,Sem preço original
45732156,,44783.25,Sem preço original
45771273,,3502.17,Sem preço original
45766396,,4102.97,Sem preço original
45809591,,45875.19,Sem preço original
45773699,,20307.77,Sem preço original
45759671,,6607.87,Sem preço original
45790470,,13269.65,Sem preço original
45637390,,7781.52,Sem preço original
45804877,,62804.39,Sem preço original
45806198,,11626.89,Sem preço original
45802255,,32875.03,Sem preço original
45789925,,13809.67,Sem preço original
45769215,,4226.34,Sem preço original
45804123,,20780.43,Sem preço original
45760086,,49128.44,Sem preço original
45802574,,43172.66,Sem preço original
45792179,,2326.9,Sem preço original
45744816,,10542.31,Sem preço original
43398221,,16156.25,Sem preço original
45766854,,19756.19,Sem preço original
45651139,,10697.87,Sem preço original
45767466,,8787.44,Sem preço original
45790277,,17617.9,Sem preço original
45793138,,30689.67,Sem preço original
45816086,,18360.95,Sem preço original
45802806,,39730.87,Sem preço original
45800231,,9580.72,Sem preço original
44879405,,14386.38,Sem preço original
45775120,,9616.9,Sem preço original
45810582,,18018.41,Sem preço original
45666415,,23046.75,Sem preço original
45797694,,17457.46,Sem preço original
45755034,,10541.92,Sem preço original
45766771,,4325.85,Sem preço original
45809129,,15239.78,Sem preço original
45731438,,32199.43,Sem preço original
45789964,,5744.86,Sem preço original
45792058,,10049.8,Sem preço original
45026860,,15948.07,Sem preço original
45767429,,7089.75,Sem preço original
45797288,,32532.44,Sem preço original
45813922,,7481.31,Sem preço original
45804926,,54499.67,Sem preço original
45810392,,21143.08,Sem preço original
45768886,,6873.73,Sem preço original
45773166,,13534.56,Sem preço original
45802487,,15975.78,Sem preço original
45802832,,21271.68,Sem preço original
45759095,,38856.42,Sem preço original
45813283,,10175.6,Sem preço original
45651722,,4110.97,Sem preço original
45809243,,24240.7,Sem preço original
45800247,,12731.19,Sem preço original
45814784,,7482.76,Sem preço original
45653640,,11340.31,Sem preço original
45765345,,1704.65,Sem preço original
45809881,,50879.41,Sem preço original
45765840,,5916.45,Sem preço original
45809780,,18425.59,Sem preço original
45730552,,21558.24,Sem preço original
45649658,,7539.48,Sem preço original
45732819,,15374.72,Sem preço original
45797614,,44321.56,Sem preço original
45767589,,5524.39,Sem preço original
45728640,,32422.05,Sem preço original
45808976,,13492.65,Sem preço original
45804817,,44348.33,Sem preço original
45647958,,5937.17,Sem preço original
45504593,,16402.96,Sem preço original
45750699,,22743.63,Sem preço original
45646692,,10073.89,Sem preço original
45768987,,15723.79,Sem preço original
44698162,,27643.87,Sem preço original
45642810,,4912.92,Sem preço original
45742339,,5247.91,Sem preço original
45804799,,53666.82,Sem preço original
45731005,,18175.32,Sem preço original
45428278,,15321.7,Sem preço original
45651703,,3291.09,Sem preço original
45789891,,11445.5,Sem preço original
45114773,,11066.67,Sem preço original
45125944,,41294.79,Sem preço original
45764199,,-0.47,Sem preço original
45499316,,11842.3,Sem preço original
45652429,,4475.79,Sem preço original
45810341,,17596.66,Sem preço original
45810026,,44966.46,Sem preço original
45437919,,26038.21,Sem preço original
45802161,,32616.4,Sem preço original
45801449,,25583.02,Sem preço original
45756977,,13689.95,Sem preço original
45664618,,2588.17,Sem preço original
45805079,,20959.9,Sem preço original
45696867,,17388.49,Sem preço original
45729830,,21776.51,Sem preço original
45802969,,19963.08,Sem preço original
45805568,,16847.9,Sem preço original
45803719,,23099.03,Sem preço original
43277982,,10603.78,Sem preço original
45782716,,31615.57,Sem preço original
41853514,,23828.23,Sem preço original
45646924,,4676.69,Sem preço original
45732550,,44606.43,Sem preço original
45764976,,20993.76,Sem preço original
45732779,,15004.65,Sem preço original
45779508,,17524.53,Sem preço original
45804219,,23142.83,Sem preço original
45640880,,8075.06,Sem preço original
45816623,,3621.66,Sem preço original
45787126,,3851.12,Sem preço original
45771019,,2770.01,Sem preço original
45792171,,24736.8,Sem preço original
45776191,,9091.15,Sem preço original
45617584,,4332.91,Sem preço original
45540059,,9619.76,Sem preço original
45649805,,4360.47,Sem preço original
45651850,,4620.82,Sem preço original
44832891,,28277.57,Sem preço original
45404481,,11958.93,Sem preço original
45790273,,9228.46,Sem preço original
45809834,,6680.48,Sem preço original
45738960,,10840.87,Sem preço original
45815352,,2596.88,Sem preço original
42965315,,19352.14,Sem preço original
43635639,,13862.55,Sem preço original
45816013,,3935.57,Sem preço original
45768068,,22369.54,Sem preço original
45807012,,7097.72,Sem preço original
45624939,,19336.16,Sem preço original
45767545,,12762.27,Sem preço original
45762248,,35639.0,Sem preço original
45551566,,15005.56,Sem preço original
45812686,,8306.32,Sem preço original
45810402,,21987.44,Sem preço original
45659047,,3120.37,Sem preço original
45795842,,9658.53,Sem preço original
45814255,,7140.15,Sem preço original
45642477,,8240.36,Sem preço original
45806828,,19022.01,Sem preço original
45809725,,5869.54,Sem preço original
45792213,,15182.78,Sem preço original
45750636,,2091.86,Sem preço original
45803872,,20713.73,Sem preço original
45797065,,8570.25,Sem preço original
45813092,,47481.28,Sem preço original
45811040,,14747.44,Sem preço original
43099947,,17575.72,Sem preço original
45705155,,18480.18,Sem preço original
45074222,,23259.71,Sem preço original
45810461,,18031.27,Sem preço original
45786465,,26818.77,Sem preço original
45761978,,20554.8,Sem preço original
45807921,,15539.43,Sem preço original
45656571,,4724.84,Sem preço original
43800571,,6049.84,Sem preço original
45766278,,21613.94,Sem preço original
44644326,,11507.6,Sem preço original
45813928,,9665.14,Sem preço original
45814995,,5589.07,Sem preço original
45798221,,44870.35,Sem preço original
45648267,,2149.65,Sem preço original
45797331,,26735.23,Sem preço original
45642515,,38112.74,Sem preço original
45815883,,4675.31,Sem preço original
44587771,,12170.95,Sem preço original
45764397,,7241.28,Sem preço original
45797397,,10716.85,Sem preço original
45802794,,23460.86,Sem preço original
45729933,,33604.56,Sem preço original
45793944,,24464.08,Sem preço original
45651711,,3141.79,Sem preço original
45727610,,21387.93,Sem preço original
45741094,,14812.36,Sem preço original
45806794,,6562.75,Sem preço original
45765500,,5544.5,Sem preço original
45796059,,8780.1,Sem preço original
42287915,,12737.26,Sem preço original
45778098,,12176.64,Sem preço original
45748699,,4511.33,Sem preço original
45773726,,2783.97,Sem preço original
44020629,,15126.22,Sem preço original
45784798,,16074.43,Sem preço original
45800257,,7179.6,Sem preço original
45797981,,3734.26,Sem preço original
45814303,,3699.93,Sem preço original
45812490,,33770.59,Sem preço original
45772399,,2072.11,Sem preço original
45766222,,7703.48,Sem preço original
45809004,,11800.9,Sem preço original
45646460,,8627.63,Sem preço original
45732871,,25990.8,Sem preço original
45655649,,3584.36,Sem preço original
45744987,,18218.47,Sem preço original
45768709,,2525.38,Sem preço original
45774515,,10487.92,Sem preço original
45804934,,30543.21,Sem preço original
45761041,,5358.71,Sem preço original
45636177,,4716.77,Sem preço original
45776797,,62045.72,Sem preço original
45455723,,22074.21,Sem preço original
45813677,,5670.54,Sem preço original
45773858,,5272.33,Sem preço original
45772519,,6155.01,Sem preço original
45766845,,33966.46,Sem preço original
45764710,,5131.1,Sem preço original
45813678,,7078.23,Sem preço original
45793608,,10357.61,Sem preço original
45662220,,974.47,Sem preço original
45648491,,9018.78,Sem preço original
43559789,,10523.85,Sem preço original
45774068,,2825.48,Sem preço original
45802983,,40948.36,Sem preço original
45815747,,7629.12,Sem preço original
45717246,,10140.72,Sem preço original
45776674,,15444.39,Sem preço original
45804823,,20709.78,Sem preço original
45730580,,38818.48,Sem preço original
45765452,,7101.7,Sem preço original
45813031,,3511.27,Sem preço original
45617473,,5963.82,Sem preço original
45807127,,11536.71,Sem preço original
45814020,,13964.09,Sem preço original
45758906,,15455.71,Sem preço original
45733712,,36086.91,Sem preço original
45762239,,6545.63,Sem preço original
45809330,,18980.22,Sem preço original
45773460,,4397.68,Sem preço original
45767063,,4345.11,Sem preço original
45789955,,17600.66,Sem preço original
45809794,,18240.2,Sem preço original
45726608,,31187.8,Sem preço original
45504275,,15007.26,Sem preço original
45782339,,14029.05,Sem preço original
45809859,,50011.18,Sem preço original
45644467,,2487.63,Sem preço original
45525213,,6029.34,Sem preço original
45802040,,17456.06,Sem preço original
45803297,,15568.86,Sem preço original
45780305,,36004.14,Sem preço original
45651854,,7566.51,Sem preço original
45730823,,44177.75,Sem preço original
45802299,,42711.09,Sem preço original
45812981,,2874.27,Sem preço original
45802016,,40567.17,Sem preço original
45760400,,47208.27,Sem preço original
45730893,,37350.95,Sem preço original
45792068,,15115.7,Sem preço original
45730639,,25909.2,Sem preço original
45660762,,4650.63,Sem preço original
45484673,,16340.23,Sem preço original
45793325,,5126.77,Sem preço original
45497144,,31011.46,Sem preço original
45767355,,2693.92,Sem preço original
30741514,,30175.33,Sem preço original
45772077,,7236.83,Sem preço original
45787527,,22301.98,Sem preço original
45770237,,2035.53,Sem preço original
45773885,,7869.77,Sem preço original
45719962,,42407.14,Sem preço original
45757280,,11344.09,Sem preço original
45480293,,20481.82,Sem preço original
45315206,,37295.49,Sem preço original
45806821,,4569.57,Sem preço original
45732790,,15547.74,Sem preço original
45814249,,8705.78,Sem preço original
45814282,,11571.98,Sem preço original
45792396,,2470.6,Sem preço original
45730551,,38282.6,Sem preço original
45816437,,18939.64,Sem preço original
45473455,,5598.79,Sem preço original
45809567,,25008.13,Sem preço original
45789850,,11250.62,Sem preço original
45185743,,14309.31,Sem preço original
45377219,,42384.05,Sem preço original
45803643,,23743.62,Sem preço original
45789100,,6278.94,Sem preço original
45797132,,17851.94,Sem preço original
44874355,,18876.02,Sem preço original
45804308,,21209.27,Sem preço original
45681554,,16876.28,Sem preço original
45759667,,8576.39,Sem preço original
45801493,,2779.48,Sem preço original
45651955,,2371.74,Sem preço original
45764650,,18361.47,Sem preço original
45020204,,19045.71,Sem preço original
45792905,,16663.43,Sem preço original
42910911,,16096.64,Sem preço original
45640871,,6546.1,Sem preço original
45797034,,15781.59,Sem preço original
45793338,,20443.32,Sem preço original
45802312,,45287.06,Sem preço original
45790421,,31373.26,Sem preço original
45694692,,3122.9,Sem preço original
41376460,,44268.32,Sem preço original
45626429,,27912.63,Sem preço original
45619289,,2519.35,Sem preço original
45815081,,6579.92,Sem preço original
45654157,,4385.68,Sem preço original
45729643,,26516.59,Sem preço original
45757210,,16051.5,Sem preço original
45759341,,10676.85,Sem preço original
45282184,,15166.56,Sem preço original
45057389,,15903.68,Sem preço original
45806653,,8300.17,Sem preço original
45745438,,14128.72,Sem preço original
45769542,,18530.57,Sem preço original
45766608,,9639.64,Sem preço original
43784331,,13970.49,Sem preço original
45808496,,6093.28,Sem preço original
43277010,,44634.72,Sem preço original
45539335,,16563.1,Sem preço original
45776914,,15385.98,Sem preço original
45805789,,21997.11,Sem preço original
45815227,,3909.1,Sem preço original
45785522,,9109.09,Sem preço original
45793217,,7153.75,Sem preço original
45809029,,36679.9,Sem preço original
45759522,,20739.0,Sem preço original
43137315,,17735.65,Sem preço original
45804033,,5596.47,Sem preço original
45790373,,29226.36,Sem preço original
44284559,,16803.96,Sem preço original
45765609,,21309.25,Sem preço original
45646447,,9981.53,Sem preço original
45786801,,8373.18,Sem preço original
44588466,,32640.6,Sem preço original
45408542,,12786.01,Sem preço original
45732081,,66102.28,Sem preço original
45769377,,5876.72,Sem preço original
45773630,,13619.82,Sem preço original
45765218,,5244.22,Sem preço original
45765196,,6069.19,Sem preço original
45652011,,2990.33,Sem preço original
45794146,,13074.56,Sem preço original
45709083,,30740.34,Sem preço original
45753074,,20215.17,Sem preço original
45813699,,18067.22,Sem preço original
45801530,,16824.82,Sem preço original
45815232,,6858.46,Sem preço original
45794571,,42938.34,Sem preço original
45618963,,15023.25,Sem preço original
45802136,,38952.41,Sem preço original
45816572,,4695.01,Sem preço original
45773015,,7535.56,Sem preço original
45812876,,9992.53,Sem preço original
45794677,,16665.8,Sem preço original
45802180,,32034.55,Sem preço original
45773496,,3287.54,Sem preço original
45438868,,10648.74,Sem preço original
45815365,,6881.46,Sem preço original
45793065,,9202.55,Sem preço original
45813885,,13643.18,Sem preço original
45815494,,19552.35,Sem preço original
45788722,,8067.73,Sem preço original
39106776,,23960.55,Sem preço original
45791834,,14230.49,Sem preço original
45636016,,12292.8,Sem preço original
45771154,,4302.74,Sem preço original
45816503,,7688.99,Sem preço original
45776910,,15926.82,Sem preço original
45744966,,28721.45,Sem preço original
45489788,,9877.3,Sem preço original
45729802,,42985.64,Sem preço original
45798085,,11320.86,Sem preço original
45647990,,3416.56,Sem preço original
45764817,,4352.3,Sem preço original
45798087,,9162.05,Sem preço original
45798006,,14490.31,Sem preço original
45772174,,3106.69,Sem preço original
45772597,,3374.11,Sem preço original
45800830,,16890.33,Sem preço original
45813425,,6979.89,Sem preço original
45661156,,3952.13,Sem preço original
45656825,,11793.68,Sem preço original
45729960,,37563.59,Sem preço original
45276711,,33952.03,Sem preço original
45791468,,9451.65,Sem preço original
45746231,,19702.7,Sem preço original
45744703,,5602.69,Sem preço original
45814925,,5405.43,Sem preço original
45764664,,2541.9,Sem preço original
43425210,,15875.86,Sem preço original
45765851,,5329.99,Sem preço original
45143974,,16271.72,Sem preço original
45766888,,10868.08,Sem preço original
45770183,,1772.66,Sem preço original
45708014,,6586.4,Sem preço original
45811885,,5914.21,Sem preço original
45732816,,16449.8,Sem preço original
45758182,,3017.33,Sem preço original
45773545,,17399.79,Sem preço original
45791028,,17214.83,Sem preço original
45803480,,16120.41,Sem preço original
45506060,,19664.84,Sem preço original
45816594,,5076.3,Sem preço original
45642441,,5120.52,Sem preço original
45798522,,13442.36,Sem preço original
45798493,,20008.01,Sem preço original
45773717,,12250.43,Sem preço original
45571795,,4742.9,Sem preço original
45783999,,14563.4,Sem preço original
43996196,,22938.47,Sem preço original
45804534,,18495.41,Sem preço original
45796258,,8611.73,Sem preço original
45782013,,7335.94,Sem preço original
45786759,,65865.74,Sem preço original
45756543,,6509.05,Sem preço original
45729990,,30368.38,Sem preço original
45781128,,10863.79,Sem preço original
45788126,,9840.86,Sem preço original
45768777,,2632.02,Sem preço original
45782028,,7870.07,Sem preço original
45763978,,4326.8,Sem preço original
45805007,,18963.3,Sem preço original
45793559,,6805.46,Sem preço original
45627315,,7892.47,Sem preço original
45813598,,7872.29,Sem preço original
45725917,,20600.95,Sem preço original
45703453,,16956.05,Sem preço original
45806458,,3543.33,Sem preço original
45109615,,17333.65,Sem preço original
45812654,,11458.84,Sem preço original
45341241,,13218.45,Sem preço original
45759431,,2045.57,Sem preço original
45810328,,4827.97,Sem preço original
45792071,,4882.8,Sem preço original
45432915,,5702.62,Sem preço original
45808767,,14739.07,Sem preço original
45812979,,4744.5,Sem preço original
45641193,,4161.38,Sem preço original
45801348,,17099.22,Sem preço original
45655257,,10997.2,Sem preço original
45656408,,5215.66,Sem preço original
45815981,,17361.07,Sem preço original
45806402,,4164.59,Sem preço original
45726583,,36397.48,Sem preço original
45725038,,20368.08,Sem preço original
45803051,,49496.37,Sem preço original
45797036,,31728.29,Sem preço original
45435147,,34233.57,Sem preço original
45782605,,16936.72,Sem preço original
45646975,,12084.61,Sem preço original
45771594,,7620.78,Sem preço original
45452278,,12916.27,Sem preço original
45784139,,11834.77,Sem preço original
45689410,,7647.71,Sem preço original
45338800,,59915.4,Sem preço original
44124470,,12503.56,Sem preço original
45810095,,24997.73,Sem preço original
45754049,,7967.18,Sem preço original
45787289,,16441.86,Sem preço original
45763966,,6346.61,Sem preço original
45775726,,7594.17,Sem preço original
45772761,,5674.03,Sem preço original
45815876,,46700.88,Sem preço original
45800204,,21169.66,Sem preço original
45648653,,3088.6,Sem preço original
45394260,,10113.25,Sem preço original
45815823,,39775.75,Sem preço original
44991308,,10007.16,Sem preço original
45774490,,12115.29,Sem preço original
45796234,,9757.31,Sem preço original
45760515,,20521.1,Sem preço original
45763593,,2010.09,Sem preço original
44998282,,27908.62,Sem preço original
45796973,,10096.06,Sem preço original
45789842,,6204.4,Sem preço original
45656732,,4930.31,Sem preço original
45808990,,9744.53,Sem preço original
45730586,,38534.14,Sem preço original
44515466,,17451.36,Sem preço original
45751007,,6374.86,Sem preço original
45804153,,13284.15,Sem preço original
45765720,,14402.97,Sem preço original
45656945,,16476.52,Sem preço original
43859669,,15700.23,Sem preço original
45662118,,3422.47,Sem preço original
45768284,,3204.77,Sem preço original
45804680,,44528.05,Sem preço original
45503139,,22258.74,Sem preço original
45766518,,4052.81,Sem preço original
45811592,,7895.59,Sem preço original
42407493,,23729.44,Sem preço original
45763872,,4468.43,Sem preço original
45766056,,2969.18,Sem preço original
45656736,,4360.56,Sem preço original
45785886,,4322.33,Sem preço original
42256474,,27689.99,Sem preço original
45699708,,8794.56,Sem preço original
45803615,,42722.76,Sem preço original
45788783,,52742.07,Sem preço original
45797257,,31924.43,Sem preço original
45797773,,17005.64,Sem preço original
45793349,,2989.74,Sem preço original
45716703,,29244.7,Sem preço original
45803049,,35301.31,Sem preço original
45761307,,10376.23,Sem preço original
45794400,,13534.14,Sem preço original
45435516,,22513.47,Sem preço original
45806016,,11032.11,Sem preço original
45815386,,9718.81,Sem preço original
45433044,,21105.37,Sem preço original
45730897,,42169.41,Sem preço original
45624791,,6996.23,Sem preço original
44430496,,11104.48,Sem preço original
45794706,,12467.51,Sem preço original
45535856,,13325.39,Sem preço original
45770466,,3952.56,Sem preço original
45793532,,13055.59,Sem preço original
43081921,,15854.62,Sem preço original
45794901,,20766.07,Sem preço original
45809092,,6687.34,Sem preço original
45635197,,6398.39,Sem preço original
45763343,,6461.82,Sem preço original
45809622,,62389.16,Sem preço original
45797534,,37574.27,Sem preço original
45789187,,10912.82,Sem preço original
